Date,country,ADR GGAL,BLUE,Dolar CCL,Dolar MEP,Dolar Mayorista,Dolar Oficial,Dolar Solidario,GGAL,Merval,uno,Brecha CCL,Brecha MEP,Brecha Blue,uno - 30d_running_av,uno - 30d_running_av_mom_change,uno - 30d_change,uno - usd_daily,uno - 7d_running_av,uno - 1d_change,BLUE - 30d_running_av,BLUE - 30d_running_av_mom_change,BLUE - 30d_change,BLUE - usd_daily,BLUE - 7d_running_av,BLUE - 1d_change,GGAL - 30d_running_av,GGAL - 30d_running_av_mom_change,GGAL - 30d_change,GGAL - usd_daily,GGAL - 7d_running_av,GGAL - 1d_change,Merval - 30d_running_av,Merval - 30d_running_av_mom_change,Merval - 30d_change,Merval - usd_daily,Merval - 7d_running_av,Merval - 1d_change,Merval - CCL_daily,ADR GGAL - 30d_running_av,ADR GGAL - 30d_running_av_mom_change,ADR GGAL - 30d_change,ADR GGAL - usd_daily,ADR GGAL - 7d_running_av,ADR GGAL - 1d_change,Dolar CCL - 30d_running_av_mom_change,Dolar CCL - 30d_running_av,Dolar CCL - 30d_change,Dolar CCL - usd_daily,Dolar CCL - 7d_running_av,Dolar CCL - 1d_change,Dolar MEP - 30d_running_av_mom_change,Dolar MEP - 30d_change,Dolar MEP - 30d_running_av,Dolar MEP - usd_daily,Dolar MEP - 7d_running_av,Dolar MEP - 1d_change,Brecha CCL - 30d_running_av,Brecha CCL - 30d_running_av_mom_change,Brecha CCL - 30d_change,Brecha CCL - usd_daily,Brecha CCL - 7d_running_av,Brecha CCL - 1d_change,Brecha MEP - 30d_running_av,Brecha MEP - 30d_running_av_mom_change,Brecha MEP - 30d_change,Brecha MEP - usd_daily,Brecha MEP - 7d_running_av,Brecha MEP - 1d_change,Brecha Blue - 30d_running_av,Brecha Blue - 30d_running_av_mom_change,Brecha Blue - 30d_change,Brecha Blue - usd_daily,Brecha Blue - 7d_running_av,Brecha Blue - 1d_change,Dolar Oficial - 30d_running_av_mom_change,Dolar Oficial - 30d_change,Dolar Oficial - 30d_running_av,Dolar Oficial - usd_daily,Dolar Oficial - 7d_running_av,Dolar Oficial - 1d_change,Dolar Mayorista - 30d_running_av_mom_change,Dolar Mayorista - 30d_running_av,Dolar Mayorista - 30d_change,Dolar Mayorista - usd_daily,Dolar Mayorista - 7d_running_av,Dolar Mayorista - 1d_change,Dolar Solidario - 30d_running_av,Dolar Solidario - 30d_change,Dolar Solidario - 30d_running_av_mom_change,Dolar Solidario - usd_daily,Dolar Solidario - 7d_running_av,Dolar Solidario - 1d_change
2006-12-04,Argentina,,3.07,,,,3.06,,,,1.0,,,,1.0,0.0,0.0,0.3269362801190048,1.0,0.0,3.094333333333333,-0.0084913217623497,-0.0112721417069243,1.0036943799653446,3.087857142857142,-0.4862236628849326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0076023517756766,-0.0074602659747,3.0720000000000005,1.0004250171641549,3.0665714285714283,-0.0653167864141046,,,,,,,,,,,,
2006-12-05,Argentina,,3.06,,,,3.055,,,,1.0,,,,1.0,0.0,0.0,0.3274715918394079,1.0,0.0,3.092833333333333,-0.0088131609870739,-0.0144927536231883,1.0020630710285885,3.0821428571428577,-0.3257328990227903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0076580894628566,-0.0090820629257216,3.0710666666666664,1.0004257130693912,3.063285714285714,-0.1633986928104569,,,,,,,,,,,,
2006-12-06,Argentina,,3.065,,,,3.057,,,,1.0,,,,1.0,0.0,0.0,0.3271180896303565,1.0,0.0,3.0915000000000004,-0.0090816817137666,-0.0128824476650564,1.0026169447170428,3.077142857142857,0.1633986928104569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0076923076923078,-0.008433344145313,3.0702,1.0,3.060857142857143,0.0654664484451617,,,,,,,,,,,,
2006-12-07,Argentina,,3.07,,,,3.058,,,,1.0,,,,1.0,0.0,0.0,0.3271930111572817,1.0,0.0,3.0911666666666666,-0.0087648976537864,-0.0032467532467532,1.0044825442528549,3.0742857142857143,0.1631321370309857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0075869426991843,-0.0061748456288592,3.0695666666666663,1.0005562281189675,3.059428571428571,0.0327118089630262,,,,,,,,,,,,
2006-12-11,Argentina,,3.07,,,,3.06,,,,1.0,,,,1.0,0.0,0.0,0.3269576589831617,1.0,0.0,3.0881666666666665,-0.0084020122016484,-0.0064724919093851,1.0037600130783062,3.067857142857143,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.006401053529215,-0.0026075619295958,3.0682666666666667,1.0004904364884748,3.057714285714286,0.0654022236756146,,,,,,,,,,,,
2006-12-12,Argentina,,3.07,,,,3.054,,,,1.0,,,,1.0,0.0,0.0,0.3274715918394079,1.0,0.0,3.0875,-0.0081914551879216,-0.0064724919093851,1.0053377869469822,3.0692857142857144,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.006176705613027,-0.0045632333767927,3.0678,1.0000982414775517,3.0575714285714284,-0.1960784313725594,,,,,,,,,,,,
2006-12-13,Argentina,,3.07,,,,3.056,,,,1.0,,,,1.0,0.0,0.0,0.3271930111572817,1.0,0.0,3.0865,-0.0081940874035989,-0.0096774193548387,1.0044825442528549,3.07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.006102895905119,-0.0065019505851755,3.067133333333333,0.9999018420966528,3.057428571428571,0.065487884741322,,,,,,,,,,,,
2006-12-14,Argentina,,3.09,,,,3.058,,,,1.0,,,,1.0,0.0,0.0,0.3271930111572817,1.0,0.0,3.0863333333333336,-0.0078757031877845,-0.0016155088852989,1.0110264044760005,3.0728571428571425,0.6514657980456029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0059212516748063,-0.0045572916666667,3.066666666666667,1.0005562281189675,3.0574285714285714,0.0654450261780015,,,,,,,,,,,,
2006-12-15,Argentina,,3.09,,,,3.057,,,,1.0,,,,1.0,0.0,0.0,0.3271930111572817,1.0,0.0,3.0861666666666667,-0.0075570800728909,-0.0016155088852989,1.0110264044760005,3.075714285714285,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0056640688335696,-0.0035853976531943,3.0663,1.0002290351078102,3.0572857142857144,-0.0327011118377962,,,,,,,,,,,,
2006-12-18,Argentina,,3.08,,,,3.057,,,,1.0,,,,1.0,0.0,0.0,0.3270645952575634,1.0,0.0,3.085,-0.0072405470635559,-0.0064516129032258,1.0073589533932952,3.0828571428571427,-0.3236245954692518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0054840454299621,-0.0055302537410539,3.0647666666666664,0.9998364677023712,3.0565714285714285,0.0,,,,,,,,,,,,
2006-12-19,Argentina,,3.08,,,,3.058,,,,1.0,,,,1.0,0.0,0.0,0.3269362801190048,1.0,0.0,3.084333333333333,-0.0071888412017168,-0.0064516129032258,1.0069637427665348,3.0842857142857136,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0054849946989203,-0.0052049446974625,3.064233333333333,0.9997711446039168,3.057142857142857,0.0327118089630262,,,,,,,,,,,,
2006-12-20,Argentina,,3.075,,,,3.052,,,,1.0,,,,1.0,0.0,0.0,0.3277613897082923,1.0,0.0,3.0836666666666663,-0.0070838252656435,-0.0064620355411955,1.007866273352999,3.0850000000000004,-0.1623376623376637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0055940272668252,-0.0078023407022106,3.0634333333333337,1.0003277613897084,3.0565714285714285,-0.1962066710268106,,,,,,,,,,,,
2006-12-21,Argentina,,3.07,,,,3.048,,,,1.0,,,,1.0,0.0,0.0,0.3279979008134348,1.0,0.0,3.0828333333333333,-0.007032424307494,-0.0080775444264944,1.0069535554972449,3.0821428571428577,-0.1626016260162677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0058327020885183,-0.0103896103896103,3.062366666666667,0.9997376016793492,3.055142857142857,-0.1310615989515096,,,,,,,,,,,,
2006-12-22,Argentina,,3.07,,,,3.06,,,,1.0,,,,1.0,0.0,0.0,0.3277291646183594,1.0,0.0,3.0821666666666667,-0.0069272903017936,-0.0064724919093851,1.006128535378363,3.079285714285714,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.005790481962919,-0.0042303937520338,3.0619333333333336,1.0028512437321797,3.055571428571429,0.3937007874015741,,,,,,,,,,,,
2006-12-26,Argentina,,3.09,,,,3.07,,,,1.0,,,,1.0,0.0,0.0,0.3257859586251832,1.0,0.0,3.0788333333333333,-0.0069347382001935,-0.0032258064516129,1.006678612151816,3.073571428571429,0.6514657980456029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0055349154598526,-0.0016260162601626,3.0604000000000005,1.0001628929793125,3.058571428571429,0.3267973856209138,,,,,,,,,,,,
2006-12-27,Argentina,,3.09,,,,3.076,,,,1.0,,,,1.0,0.0,0.0,0.3246226261970459,1.0,0.0,3.0785,-0.0068286912571242,-0.0032258064516129,1.003083914948872,3.075714285714285,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0053842070482196,-0.000649772579597,3.0603333333333333,0.9985391981821132,3.062,0.1954397394136942,,,,,,,,,,,,
2006-12-28,Argentina,,3.09,,,,3.072,,,,1.0,,,,1.0,0.0,0.0,0.3254678600488202,1.0,0.0,3.0781666666666667,-0.0067225986877486,-0.0032258064516129,1.0056956875508545,3.0785714285714287,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0052767875524156,-0.0019493177387913,3.0601333333333334,0.9998372660699756,3.065428571428572,-0.1300390117035088,,,,,,,,,,,,
2006-12-29,Argentina,,3.09,,,,3.062,,,,1.0,,,,1.0,0.0,0.0,0.326925591735321,1.0,0.0,3.0778333333333334,-0.0066164604626143,-0.0032258064516129,1.010200078462142,3.0814285714285714,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0051912301806633,-0.0039037085230969,3.0597333333333334,1.0010461618935529,3.065714285714286,-0.325520833333337,,,,,,,,,,,,
2007-01-02,Argentina,,3.09,,,,3.058,,,,1.0,,,,1.0,0.0,0.0,0.3270645952575634,1.0,0.0,3.078333333333333,-0.0055456845959188,0.0016207455429497,1.0106295993458707,3.09,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0043500428495494,-0.0013063357282822,3.0594,1.0001635322976288,3.064857142857143,-0.1306335728282204,,,,,,,,,,,,
2007-01-03,Argentina,,3.09,,,,3.059,,,,1.0,,,,1.0,0.0,0.0,0.3269362801190048,1.0,0.0,3.079,-0.0049552946245825,0.006514657980456,1.0102331055677247,3.09,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0041124131944446,-0.0003267973856209,3.0593666666666666,1.0000980808840358,3.062428571428572,0.0327011118378184,,,,,,,,,,,,
2007-01-04,Argentina,,3.1,,,,3.072,,,,1.0,,,,1.0,0.0,0.0,0.3255950249080194,1.0,0.0,3.0803333333333334,-0.004041601551975,0.0130718954248365,1.0093445772148602,3.091428571428572,0.3236245954692629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0036252333608299,0.0055646481178395,3.0599333333333334,1.0002279165174357,3.0624285714285717,0.4249754821837204,,,,,,,,,,,,
2007-01-05,Argentina,,3.1,,,,3.078,,,,1.0,,,,1.0,0.0,0.0,0.3248018708587761,1.0,0.0,3.0815,-0.0032346757237589,0.0114192495921696,1.006885799662206,3.0928571428571425,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0031159750721992,0.0068694798822375,3.060633333333333,0.9997401585033128,3.064714285714285,0.1953125,,,,,,,,,,,,
2007-01-08,Argentina,,3.1,,,,3.078,,,,1.0,,,,1.0,0.0,0.0,0.3245488770608853,1.0,0.0,3.0845,-0.0016183848519178,0.009771986970684,1.0061015188887448,3.097142857142857,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0020311515651816,0.0065402223675605,3.062633333333333,0.9989614435934052,3.0715714285714286,0.0,,,,,,,,,,,,
2007-01-09,Argentina,,3.1,,,,3.083,,,,1.0,,,,1.0,0.0,0.0,0.3245488770608853,1.0,0.0,3.0855,-0.0010791560999299,0.009771986970684,1.0061015188887448,3.0985714285714288,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0016511688537412,0.0081752779594508,3.0634666666666663,1.0005841879787096,3.075142857142857,0.1624431448993046,,,,,,,,,,,,
2007-01-10,Argentina,,3.1,,,,3.081,,,,1.0,,,,1.0,0.0,0.0,0.324517280545189,1.0,0.0,3.0865,-0.0005396945328943,0.009771986970684,1.006003569690086,3.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0013362593429515,0.0068627450980391,3.0641666666666665,0.9998377413597274,3.078285714285714,-0.064871878040873,,,,,,,,,,,,
2007-01-11,Argentina,,3.1,,,,3.08,,,,1.0,,,,1.0,0.0,0.0,0.3248018708587761,1.0,0.0,3.0875,0.0,0.009771986970684,1.006885799662206,3.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0009018406241172,0.008513425016372,3.065033333333333,1.0003897622450304,3.079428571428572,-0.0324569944823105,,,,,,,,,,,,
2007-01-12,Argentina,,3.1,,,,3.081,,,,1.0,,,,1.0,0.0,0.0,0.3247807729782396,1.0,0.0,3.0885,0.0006479831524381,0.009771986970684,1.006820396232543,3.1000000000000005,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0004129806333817,0.0081806282722511,3.0658666666666665,1.0006495615459563,3.079857142857143,0.0324675324675283,,,,,,,,,,,,
2007-01-15,Argentina,,3.105,,,,3.079,,,,1.0,,,,1.0,0.0,0.0,0.3245488770608853,1.0,0.0,3.0896666666666666,0.0011881615899762,0.0048543689320388,1.007724263274049,3.100714285714286,0.1612903225806317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0007393152635986,0.007196597971868,3.068166666666667,0.999285992470466,3.0808571428571425,-0.0649139889646099,,,,,,,,,,,,
2007-01-16,Argentina,,3.105,,,,3.08,,,,1.0,,,,1.0,0.0,0.0,0.3245488770608853,1.0,0.0,3.0901666666666667,0.0014583558388248,0.0048543689320388,1.007724263274049,3.1014285714285714,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001174423662462,0.0075237160614982,3.0689333333333333,0.999610541347527,3.080428571428572,0.0324780772978261,,,,,,,,,,,,
2007-01-17,Argentina,,3.105,,,,3.079,,,,1.0,,,,1.0,0.0,0.0,0.3245699448231093,1.0,0.0,3.091,0.0019448946515396,0.0081168831168831,1.0077896786757543,3.1021428571428578,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0015988166581468,0.007196597971868,3.069666666666666,0.999350860110354,3.080142857142857,-0.0324675324675283,,,,,,,,,,,,
2007-01-18,Argentina,,3.11,,,,3.082,,,,1.0,,,,1.0,0.0,0.0,0.3245383442053678,1.0,0.0,3.092,0.0024856803198964,0.0097402597402596,1.009314250478694,3.1035714285714286,0.1610305958132052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0020342228072276,0.0078482668410726,3.070466666666667,1.0002271768409436,3.080428571428571,0.0974342318934562,,,,,,,,,,,,
2007-01-19,Argentina,,3.11,,,,3.086,,,,1.0,,,,1.0,0.0,0.0,0.3240440699935191,1.0,0.0,3.093166666666667,0.0030807480272405,0.011382113821138,1.0077770576798444,3.105,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0026658542158577,0.011140235910878,3.0716,1.0,3.081142857142857,0.1297858533419793,,,,,,,,,,,,
2007-01-22,Argentina,,3.11,,,,3.096,,,,1.0,,,,1.0,0.0,0.0,0.3229661208539224,1.0,0.0,3.0971666666666664,0.0051928382106343,0.013029315960912,1.0044246358556987,3.108571428571428,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0043659564275373,0.0117647058823529,3.074933333333333,0.999903110163744,3.085,0.3240440699935343,,,,,,,,,,,,
2007-01-23,Argentina,,3.11,,,,3.098,,,,1.0,,,,1.0,0.0,0.0,0.3227888960619754,1.0,0.0,3.0985,0.0059520588712733,0.013029315960912,1.0038734667527438,3.109285714285714,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0049438104364492,0.0124183006535947,3.0762,1.0,3.0875714285714286,0.0645994832041196,,,,,,,,,,,,
2007-01-24,Argentina,,3.115,,,,3.096,,,,1.0,,,,1.0,0.0,0.0,0.3229661208539224,1.0,0.0,3.1,0.006765899864682,0.0146579804560262,1.0060394664599686,3.1107142857142853,0.1607717041800738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0055000707929904,0.0117647058823529,3.0774,0.999903110163744,3.0900000000000003,-0.064557779212393,,,,,,,,,,,,
2007-01-25,Argentina,,3.12,,,,3.098,,,,1.0,,,,1.0,0.0,0.0,0.3227055634439137,1.0,0.0,3.101,0.0071996968548693,0.0097087378640776,1.0068413579450108,3.1121428571428567,0.1605136436596987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0058598004618131,0.0091205211726383,3.0783333333333336,0.9997418355492448,3.0922857142857145,0.0645994832041196,,,,,,,,,,,,
2007-01-26,Argentina,,3.125,,,,3.106,,,,1.0,,,,1.0,0.0,0.0,0.3219264076232173,1.0,0.0,3.1021666666666667,0.0076877267067294,0.011326860841424,1.006020023822554,3.114285714285714,0.1602564102564097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0062084740224375,0.0097529258777633,3.079333333333333,0.999903422077713,3.095142857142857,0.2582311168495721,,,,,,,,,,,,
2007-01-29,Argentina,,3.115,,,,3.108,,,,1.0,,,,1.0,0.0,0.0,0.3219264076232173,1.0,0.0,3.1053333333333333,0.0089348567715386,0.0080906148867314,1.002800759746322,3.119285714285714,-0.319999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0078225437430545,0.0150228608752449,3.083466666666667,1.0005472748929596,3.1025714285714288,0.0643915003219586,,,,,,,,,,,,
2007-01-30,Argentina,,3.12,,,,3.107,,,,1.0,,,,1.0,0.0,0.0,0.3219264076232173,1.0,0.0,3.106333333333333,0.0092051115442925,0.0097087378640776,1.004410391784438,3.120714285714286,0.1605136436596987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0083128145904605,0.0146962769431744,3.084966666666667,1.0002253484853365,3.103857142857142,-0.0321750321750302,,,,,,,,,,,,
2007-01-31,Argentina,,3.12,,,,3.107,,,,1.0,,,,1.0,0.0,0.0,0.3216675244467318,1.0,0.0,3.107333333333333,0.0094753370512752,0.0097087378640776,1.0036026762738035,3.1214285714285714,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0088030854378664,0.0146962769431744,3.086466666666667,0.999420998455996,3.105428571428572,0.0,,,,,,,,,,,,
2007-02-01,Argentina,,3.12,,,,3.103,,,,1.0,,,,1.0,0.0,0.0,0.3221960885394851,1.0,0.0,3.1083333333333334,0.0097455332972389,0.0097087378640776,1.0052517962431935,3.1214285714285714,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009337342834107,0.0147155003270111,3.0879666666666665,0.9997744627380224,3.106142857142857,-0.1287415513356982,,,,,,,,,,,,
2007-02-02,Argentina,,3.12,,,,3.099,,,,1.0,,,,1.0,0.0,0.0,0.3227368081329675,1.0,0.0,3.1093333333333333,0.0098516834470065,0.0097087378640776,1.0069388413748588,3.120714285714286,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0097841601202863,0.0130761686825759,3.0893,1.0001613684040664,3.105142857142857,-0.1289075088623859,,,,,,,,,,,,
2007-02-05,Argentina,,3.125,,,,3.103,,,,1.0,,,,1.0,0.0,0.0,0.3221960885394851,1.0,0.0,3.1115000000000004,0.0094079480940796,0.0080645161290322,1.006862776685891,3.1207142857142856,0.1602564102564097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0099413103365673,0.0081221572449643,3.091733333333333,0.9997744627380224,3.102428571428572,0.1290738948047654,,,,,,,,,,,,
2007-02-06,Argentina,,3.12,,,,3.102,,,,1.0,,,,1.0,0.0,0.0,0.3222168519413565,1.0,0.0,3.1121666666666665,0.0092967947678503,0.0064516129032257,1.0053165780570323,3.1207142857142856,-0.1599999999999934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009982690863171,0.0077972709551656,3.092533333333334,0.999516674722088,3.1017142857142863,-0.0322268772156131,,,,,,,,,,,,
2007-02-07,Argentina,,3.12,,,,3.102,,,,1.0,,,,1.0,0.0,0.0,0.3224454261116306,1.0,0.0,3.1128333333333336,0.0091857135138058,0.0064516129032257,1.0060297294682874,3.120714285714286,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010024053374547,0.0077972709551656,3.0933333333333333,1.000225711798278,3.101,0.0,,,,,,,,,,,,
2007-02-08,Argentina,,3.115,,,,3.105,,,,1.0,,,,1.0,0.0,0.0,0.3221857078420001,1.0,0.0,3.113333333333333,0.0090206881650729,0.0048387096774193,1.0036084799278304,3.120000000000001,-0.1602564102564097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0099886838440113,0.0071359065844955,3.094066666666667,1.0003866228494105,3.101285714285715,0.096711798839455,,,,,,,,,,,,
2007-02-09,Argentina,,3.11,,,,3.106,,,,1.0,,,,1.0,0.0,0.0,0.3219264076232173,1.0,0.0,3.1136666666666666,0.0088017711539498,0.0032258064516128,1.001191127708206,3.1185714285714288,-0.1605136436597209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0100299156921404,0.0081142486205776,3.0949,0.999903422077713,3.1022857142857143,0.0322061191626366,,,,,,,,,,,,
2007-02-12,Argentina,,3.11,,,,3.104,,,,1.0,,,,1.0,0.0,0.0,0.3222168519413565,1.0,0.0,3.1146666666666665,0.0083634597744564,0.0032258064516128,1.0020944095376187,3.113571428571429,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0100218480635656,0.0074651087309316,3.0973666666666664,1.0001611084259707,3.104428571428571,-0.0643915003219475,,,,,,,,,,,,
2007-02-13,Argentina,,3.11,,,,3.102,,,,1.0,,,,1.0,0.0,0.0,0.3224766204450177,1.0,0.0,3.115,0.0083625573239818,0.0032258064516128,1.0029022895840052,3.112142857142857,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0099866337763385,0.0068159688412852,3.098066666666667,1.000322476620445,3.104428571428571,-0.0644329896907325,,,,,,,,,,,,
2007-02-14,Argentina,,3.11,,,,3.098,,,,1.0,,,,1.0,0.0,0.0,0.3229661208539224,1.0,0.0,3.115166666666667,0.0082533175099797,0.001610305958132,1.0044246358556987,3.1107142857142853,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0099516540822421,0.0061708346865865,3.0987,1.0005490424054515,3.103857142857142,-0.128949065119277,,,,,,,,,,,,
2007-02-15,Argentina,,3.115,,,,3.1,,,,1.0,,,,1.0,0.0,0.0,0.3227159776680543,1.0,0.0,3.1155,0.0081980475702496,0.0032206119162641,1.0052602704359894,3.1107142857142853,0.1607717041800738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0099165833948819,0.0064935064935065,3.0993666666666666,1.0004195307709685,3.103142857142857,0.064557779212393,,,,,,,,,,,,
2007-02-16,Argentina,,3.11,,,,3.105,,,,1.0,,,,1.0,0.0,0.0,0.3221857078420001,1.0,0.0,3.115666666666667,0.0079801574463496,0.001610305958132,1.0019975513886203,3.1107142857142853,-0.1605136436597209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0099576501248781,0.0084443000974341,3.1002333333333336,1.0003866228494105,3.103,0.1612903225806317,,,,,,,,,,,,
2007-02-19,Argentina,,3.115,,,,3.103,,,,1.0,,,,1.0,0.0,0.0,0.3221960885394851,1.0,0.0,3.115833333333333,0.0068939516346206,0.0016077170418007,1.0036408158004964,3.111428571428572,0.1607717041800738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0095459180352766,0.0055087491898899,3.1022000000000003,0.9997744627380224,3.1025714285714288,-0.0644122383252732,,,,,,,,,,,,
2007-02-20,Argentina,,3.12,,,,3.104,,,,1.0,,,,1.0,0.0,0.0,0.3221857078420001,1.0,0.0,3.1161666666666665,0.0065679676985195,0.0032154340836012,1.0052194084670405,3.1128571428571425,0.1605136436596987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0094564698737691,0.0058327932598833,3.1028,1.0000644371415683,3.1028571428571428,0.032226877215602,,,,,,,,,,,,
2007-02-21,Argentina,,3.125,,,,3.106,,,,1.0,,,,1.0,0.0,0.0,0.3219264076232173,1.0,0.0,3.1166666666666667,0.0062960770596782,0.0048231511254019,1.006020023822554,3.115,0.1602564102564097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0091709305350791,0.0032299741602066,3.103133333333333,0.999903422077713,3.104,0.0644329896907214,,,,,,,,,,,,
2007-02-22,Argentina,,3.12,,,,3.104,,,,1.0,,,,1.0,0.0,0.0,0.3221960885394851,1.0,0.0,3.117,0.0059706309504599,0.0032154340836012,1.0052517962431935,3.1157142857142857,-0.1599999999999934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0088204061287735,0.001936733376372,3.103333333333333,1.0000966588265618,3.1045714285714285,-0.0643915003219475,,,,,,,,,,,,
